Date,Open,High,Low,Close,Adj Close,Volume,symbol,return,SMA_5,SMA_15,SMA_ratio,SMA5_Volume,SMA15_Volume,SMA_Volume_Ratio,prev_close,TR,prev_high,prev_low,Lowest_5D,High_5D,Lowest_15D,High_15D,Stochastic_5,Stochastic_15,Stochastic_%D_5,Stochastic_%D_15,Stochastic_Ratio,Diff,Up,Down,avg_5up,avg_5down,avg_15up,avg_15down,RS_5,RS_15,RSI_5,RSI_15,RSI_ratio,5Ewm,15Ewm,MACD,15MA,SD,upperband,lowerband,RC,Target,sentiment_score
10/31/23,169.3500061,170.8999939,167.8999939,170.7700043,170.5453186,44846000,AAPL,0.002818786,169.4540009,174.2080017,1.028054816,56451680,55073293.33,1.025028223,170.2899933,3,171.1699982,168.8699951,165.6699982,173.0599976,165.6699982,182.3399963,69.01226691,30.5939212,36.92843894,39.27812984,0.940178137,0.480010986,0.480010986,0,0.776000977,1.31000061,0.450667318,0.958666992,0.592366882,0.470097877,37.20040202,31.97731827,1.163337141,170.3824022,172.6602569,2.277854739,174.2080017,4.296105886,182.8002135,165.6157899,-0.042715372,4.812862999,0.383439394
11/1/23,171,174.2299957,170.1199951,173.9700012,173.7411041,56934900,AAPL,0.018738636,170.0279999,173.8193349,1.022298298,56407260,55698880,1.01271803,170.7700043,4.11000061,170.8999939,167.8999939,165.6699982,174.2299957,165.6699982,182.3399963,96.96268013,49.79006577,53.36266172,39.12213461,1.364001792,3.199996948,3.199996948,0,1.416000366,0.842001343,0.570000203,0.958666992,1.681707967,0.59457581,62.71033191,37.28739683,1.681810404,171.5782685,172.823975,1.245706435,173.8193349,4.008131004,181.8355969,165.8030729,-0.032424926,3.5893362,0.383439394
11/2/23,175.5200043,177.7799988,175.4600067,177.5700073,177.33638,77334800,AAPL,0.020693258,172.1640015,173.6100016,1.008398969,57749160,57071660,1.011871041,173.9700012,3.809997559,174.2299957,170.1199951,166.8300018,177.7799988,165.6699982,181.9299927,98.08226928,73.18581289,70.47654897,40.18059519,1.75399465,3.600006104,3.600006104,0,2.136001587,0,0.7493337,0.958666992,inf,0.781641285,100,43.87197869,2.27935924,173.5755148,173.417229,-0.158285781,173.6100016,3.692081076,180.9941638,166.2258395,-0.017375902,4.964413237,0.383439394
11/3/23,174.2400055,176.8200073,173.3500061,176.6499939,176.417572,79763700,AAPL,-0.005181131,173.85,173.4633341,0.997775865,62002080,58960766.67,1.051581984,177.5700073,4.220001221,177.7799988,175.4600067,167.8999939,177.7799988,165.6699982,179.0800018,88.56270927,81.87914041,82.07397291,42.97569713,1.909776418,-0.920013428,0,0.920013428,1.870001221,0.184002686,0.7493337,0.89600118,10.16290178,0.836308831,91.04175581,45.54292921,1.999031625,174.6003412,173.8213246,-0.779016536,173.4633341,3.508171209,180.4796766,166.4469917,-0.012300879,3.418754174,0.383439394
11/6/23,176.3800049,179.4299927,176.2100067,179.2299957,178.9941864,63841300,AAPL,0.014605162,175.6380005,173.4973338,0.987812053,64544140,59715720,1.080856766,176.6499939,3.219985962,176.8200073,173.3500061,167.8999939,179.4299927,165.6699982,179.4299927,98.26542091,98.54653323,90.1770693,46.99955993,1.918679014,2.580001831,2.580001831,0,1.972003174,0.184002686,0.921333822,0.887334188,10.71725213,1.038316605,91.46557581,50.93990809,1.795558321,176.1435594,174.4974085,-1.646150835,173.4973338,3.564770185,180.6268742,166.3677934,0.002853595,4.02946842,0.383439394
11/7/23,179.1799927,182.4400024,178.9700012,181.8200073,181.58078,70530000,AAPL,0.014450771,177.8480011,173.808668,0.977287723,69680940,60581093.33,1.15020935,179.2299957,3.470001221,179.4299927,176.2100067,170.1199951,182.4400024,165.6699982,182.4400024,94.96757509,96.30295194,95.36813094,51.2529306,1.860735178,2.590011597,2.590011597,0,2.394003296,0.184002686,1.094001261,0.782667033,13.01069758,1.397786307,92.86259664,58.29486568,1.592980712,178.0357087,175.4127334,-2.622975308,173.808668,4.074110285,181.9568886,165.6604474,0.026361917,1.343568339,0.383439394
11/8/23,182.3500061,183.4499969,181.5899963,182.8899994,182.6493683,49340300,AAPL,0.005884897,179.6320007,174.2786682,0.970198336,68162020,60219486.67,1.131893076,181.8200073,1.86000061,182.4400024,178.9700012,173.3500061,183.4499969,165.6699982,183.4499969,94.45546469,96.85040722,94.86668785,56.63042646,1.67518936,1.069992065,1.069992065,0,1.968002319,0.184002686,1.165334066,0.695333862,10.69550867,1.675934582,91.44970922,62.62987867,1.460161047,179.6538056,176.3473916,-3.306413959,174.2786682,4.685906122,183.6504805,164.906856,0.040093285,2.448620225,0.383439394
11/9/23,182.9600067,184.1199951,181.8099976,182.4100037,182.1699982,53763500,AAPL,-0.002624505,180.6,174.7420013,0.967563684,63447760,59850193.33,1.060109525,182.8899994,2.309997559,183.4499969,181.5899963,173.3500061,184.1199951,165.6699982,184.1199951,84.12262582,90.7317521,92.07475916,61.6214864,1.494198932,-0.479995728,0,0.479995728,1.248001099,0.280001831,1.165334066,0.702000936,4.457117634,1.660017824,81.67530797,62.40626694,1.308767724,180.5725383,177.1052181,-3.467320148,174.7420013,5.13330107,185.0086035,164.4753992,0.039610149,2.196006555,0.383439394
11/10/23,183.9700012,186.5700073,183.5299988,186.3999939,186.3999939,66133400,AAPL,0.021873747,182.55,175.6433339,0.96216562,60721700,59979800,1.012369164,182.4100037,4.160003662,184.1199951,181.8099976,176.2100067,186.5700073,165.6699982,186.5700073,98.35894384,99.18653898,94.03400607,67.93029652,1.38427198,3.989990234,3.989990234,0,2.045999146,0.095999146,1.431333415,0.530000814,21.3126808,2.700624938,95.5182436,72.97753712,1.308871844,182.5150235,178.2670651,-4.247958384,175.6433339,5.911046989,187.4654279,163.82124,0.078204469,2.093423332,0.383439394
11/13/23,185.8200073,186.0299988,184.2100067,184.8000031,184.8000031,43627500,AAPL,-0.008583642,183.6640015,176.4300008,0.960612855,56678940,59156293.33,0.958121897,186.3999939,2.189987183,186.5700073,183.5299988,178.9700012,186.5700073,165.6699982,186.5700073,76.7104888,91.53108375,89.72301965,70.63364569,1.270258936,-1.599990845,0,1.599990845,1.529998779,0.415997314,1.42333374,0.63666687,3.677905424,2.235602019,78.62291113,69.09385041,1.137914744,183.2766833,179.0836823,-4.193000996,176.4300008,6.30612726,189.0422553,163.8177463,0.06820811,1.060205395,0.383439394
11/14/23,187.6999969,188.1100006,186.3000031,187.4400024,187.4400024,60108400,AAPL,0.014285711,184.7880005,177.3633341,0.959820625,54594620,60242413.33,0.906248886,184.8000031,3.309997559,186.0299988,184.2100067,181.5899963,188.1100006,165.6699982,188.1100006,89.7239612,97.01426873,88.67429687,73.65695558,1.203882188,2.63999939,2.63999939,0,1.539996338,0.415997314,1.570000203,0.63666687,3.701938172,2.465968118,78.73217462,71.14803235,1.106596655,184.6644564,180.1282224,-4.536234018,177.3633341,6.844991669,191.0533175,163.6733508,0.080719556,1.916417742,0.383439394
11/15/23,187.8500061,189.5,187.7799988,188.0099945,188.0099945,53790500,AAPL,0.003040931,185.8119995,178.4906667,0.96059817,55484660,60017980,0.924467301,187.4400024,2.059997559,188.1100006,186.3000031,181.8099976,189.5,165.6699982,189.5,80.62412198,93.74735468,85.90802833,78.04579263,1.100738751,0.569992065,0.569992065,0,1.439996338,0.415997314,1.607999674,0.480667114,3.461552005,3.345349883,77.58627494,76.98689342,1.007785501,185.7796358,181.1134439,-4.666191877,178.4906667,7.126478149,192.743623,164.2377104,0.098831022,0.564431094,0.383439394
11/16/23,189.5700073,190.9600067,188.6499939,189.7100067,189.7100067,54412900,AAPL,0.009042137,187.2720001,180.0120005,0.961232861,55614540,58937153.33,0.943624469,188.0099945,2.950012207,189.5,187.7799988,183.5299988,190.9600067,166.8300018,190.9600067,83.17633021,94.81972753,85.71876921,82.75669245,1.035792595,1.700012207,1.700012207,0,1.779998779,0.319998169,1.721333822,0.2,5.562528014,8.606669108,84.76196981,89.59056476,0.946103756,187.0897594,182.1880142,-4.901745176,180.0120005,6.905458143,193.8229168,166.2010842,0.136736817,0.557160346,0.383439394
11/17/23,190.25,190.3800049,188.5700073,189.6900024,189.6900024,50922700,AAPL,-0.000105447,187.9300018,181.4433339,0.965483596,52572400,58432060,0.899718408,189.7100067,1.809997559,190.9600067,188.6499939,184.2100067,190.9600067,167.8999939,190.9600067,81.18512189,94.49261246,82.28400482,86.13066127,0.95533929,-0.020004272,0,0.020004272,0.982000732,0.323999023,1.632667033,0.201333618,3.030875593,8.10926187,75.19149433,89.02216212,0.844637925,187.9565071,183.1257628,-4.830744328,181.4433339,6.499871831,194.4430776,168.4435903,0.12763049,0.042130618,0.383439394
11/20/23,189.8899994,191.9100037,189.8800049,191.4499969,191.4499969,46505100,AAPL,0.009278267,189.2600006,182.8540009,0.966152384,53147920,58123666.67,0.914393793,189.6900024,2.220001221,190.3800049,188.5700073,186.3000031,191.9100037,167.8999939,191.9100037,91.80023772,98.08410443,85.3019546,88.40068118,0.964946802,1.759994507,1.759994507,0,1.333999634,0.004000854,1.612000529,0.201333618,333.4286804,8.006613817,99.70098258,88.8970481,1.121533107,189.1210037,184.166292,-4.954711676,182.8540009,6.195408745,195.2448183,170.4631834,0.124258644,-0.84635617,0.383439394
11/21/23,191.4100037,191.5200043,189.7400055,190.6399994,190.6399994,38134500,AAPL,-0.004230857,189.9,184.1786672,0.969871865,48753140,57676233.33,0.845289943,191.4499969,1.779998779,191.9100037,189.8800049,187.7799988,191.9100037,170.1199951,191.9100037,69.24932758,94.17162104,81.20702788,88.41648523,0.918460258,-0.809997559,0,0.809997559,0.805999756,0.166000366,1.579999797,0.255333455,4.855409505,6.187985801,82.92177517,86.08789684,0.963222221,189.6273356,184.9755054,-4.65183015,184.1786672,5.513884677,195.2064366,173.1508978,0.1163553,-0.569226365,0.383439394
11/22/23,191.4900055,192.9299927,190.8300018,191.3099976,191.3099976,39617700,AAPL,0.003514468,190.5600006,185.334667,0.972579064,45918580,56521753.33,0.812405442,190.6399994,2.289993286,191.5200043,189.7400055,188.5700073,192.9299927,173.3500061,192.9299927,62.84402385,91.72627054,77.65100825,86.14190814,0.901431254,0.669998169,0.669998169,0,0.826000977,0.166000366,1.411333211,0.255333455,4.97589852,5.527412023,83.26611477,84.67999268,0.983303283,190.1882229,185.767317,-4.420905956,185.334667,5.015938308,195.3665436,175.3027903,0.099672336,-0.785875223,0.383439394
11/24/23,190.8699951,190.8999939,189.25,189.9700012,189.9700012,24048300,AAPL,-0.007004319,190.6119995,186.1613332,0.97665065,39845660,52969320,0.752240353,191.3099976,2.059997559,192.9299927,190.8300018,188.5700073,192.9299927,173.3500061,192.9299927,32.11005964,84.88256647,67.43775414,81.74376083,0.824989619,-1.339996338,0,1.339996338,0.485998535,0.433999634,1.171332804,0.344666545,1.119813238,3.39845228,52.82603287,77.26473004,0.683701772,190.1154824,186.2926525,-3.822829858,186.1613332,4.653575028,195.4684833,176.8541832,0.069831578,0.015795482,0.383439394
11/27/23,189.9199982,190.6699982,188.8999939,189.7899933,189.7899933,40552600,AAPL,-0.00094756,190.6319977,187.0373332,0.981143436,37771640,50355246.67,0.750103366,189.9700012,1.770004272,190.8999939,189.25,188.8999939,192.9299927,176.2100067,192.9299927,22.08435879,81.22008358,55.61760152,77.3118708,0.719392778,-0.180007935,0,0.180007935,0.485998535,0.466000366,1.171332804,0.295332845,1.042914492,3.966144721,51.05032521,79.86365569,0.639218488,190.006986,186.7298201,-3.277165903,187.0373332,3.913087994,194.8635092,179.2111572,0.074384375,0.769315377,0.383439394
11/28/23,189.7799988,191.0800018,189.3999939,190.3999939,190.3999939,38415400,AAPL,0.003214082,190.4219971,187.7819997,0.986136069,36153700,48660186.67,0.742983175,189.7899933,1.680007935,190.6699982,188.8999939,188.8999939,192.9299927,178.9700012,192.9299927,37.22085495,81.87678848,44.70172496,73.24223307,0.610327172,0.61000061,0.61000061,0,0.255999756,0.466000366,1.03999939,0.295332845,0.549355268,3.521448451,35.4570239,77.88319361,0.455258988,190.1379886,187.1885918,-2.949396811,187.7819997,3.342439788,194.4668793,181.0971201,0.062322147,-0.770037332,0.383439394
11/29/23,190.8999939,192.0899963,188.9700012,189.3699951,189.3699951,43014200,AAPL,-0.005409658,190.1679962,188.2853322,0.990099996,37129640,46825800,0.792931247,190.3999939,3.119995117,191.0800018,189.3999939,188.8999939,192.9299927,181.5899963,192.9299927,11.66256484,68.60671333,33.18437241,67.68856572,0.490250784,-1.029998779,0,1.029998779,0.255999756,0.51000061,0.86733195,0.36399943,0.501959705,2.382783811,33.42031769,70.43854837,0.474460625,189.8819908,187.4612672,-2.420723561,188.2853322,2.922607374,194.130547,182.4401175,0.041524516,1.885799568,0.383439394
12/5/23,190.2100067,194.3999939,190.1799927,193.4199982,193.4199982,66371700,AAPL,0.021063219,190.6819977,190.1213318,0.997059681,49449820,46250480,1.069174201,189.4299927,4.970001221,190.0500031,187.4499969,187.4499969,194.3999939,186.3000031,194.3999939,85.89933586,87.90127364,52.71353836,60.90573931,0.865493777,3.990005493,3.990005493,0,1.172003174,0.568002319,0.920667521,0.34600118,2.063377444,2.660879715,67.3562916,72.68416124,0.92669834,191.1687866,188.9914818,-2.177304765,190.1213318,1.435881528,192.9930948,187.2495687,0.046644994,-0.21329416,0.383439394
6/9/23,29.20000076,29.39999962,29.07999992,29.27000046,28.79824829,32671800,BAC,0.001368488,29.15,28.52666677,0.978616356,39942640,47615820,0.838852297,29.22999954,0.319999695,29.37999916,28.98999977,28.29999924,29.64999962,27.34000015,29.64999962,71.85192197,83.54981608,80.40127383,57.98783097,1.386519766,0.040000916,0.040000916,0,0.195999908,0.083999634,0.172666423,0.119333013,2.333342416,1.446929214,70.00008174,59.13245081,1.183784551,29.10330693,28.65830902,-0.444997907,28.52666677,0.549241576,29.62514992,27.42818362,0.028099795,0.238913324,1.857359687
6/12/23,29.29999924,29.55999947,28.90999985,29.12999916,28.66050529,41011300,BAC,-0.004783099,29.26799965,28.59466667,0.976994226,41193340,47017626.67,0.876125464,29.27000046,0.649999619,29.39999962,29.07999992,28.45000076,29.64999962,27.34000015,29.64999962,56.66658719,77.48915247,76.82775514,57.37535822,1.339037481,-0.140001297,0,0.140001297,0.195999908,0.078000259,0.172666423,0.104666519,2.512810982,1.649681521,71.53276948,62.25961527,1.148943327,29.11220434,28.71727029,-0.39493405,28.59466667,0.557056538,29.70877975,27.4805536,0.036285967,0.205977944,1.857359687
6/13/23,29.12999916,29.79999924,29.03000069,29.39999962,28.92615318,42718800,BAC,0.009268811,29.30199966,28.6653333,0.978272256,40477520,47433966.67,0.853344615,29.12999916,0.76999855,29.55999947,28.90999985,28.90999985,29.79999924,27.34000015,29.79999924,55.05619182,83.73984685,69.75287627,56.02089482,1.245122494,0.270000458,0.270000458,0,0.112000275,0.078000259,0.17533315,0.104666519,1.435896182,1.675159847,58.94734729,62.61905616,0.941364353,29.2081361,28.80261146,-0.405524644,28.6653333,0.588773989,29.84288128,27.48778533,0.037402945,-2.367260273,1.857359687
6/14/23,29.56999969,29.72999954,28.98999977,29.12000084,28.65066719,38322800,BAC,-0.009523768,29.22999992,28.70133336,0.981913563,39241560,46562126.67,0.842778516,29.39999962,0.739999771,29.79999924,29.03000069,28.90999985,29.79999924,27.34000015,29.79999924,23.59563324,72.35777842,55.94386539,53.39640548,1.047708453,-0.279998779,0,0.279998779,0.062000275,0.134000015,0.159333165,0.123333104,0.462688564,1.291892928,31.6327464,56.36794426,0.561183254,29.17875768,28.84228513,-0.336472551,28.70133336,0.599593199,29.90051976,27.50214697,0.018894364,-1.141868263,1.857359687
6/15/23,28.89999962,29.46999931,28.69000053,29.37000084,28.89663696,42044900,BAC,0.008585165,29.25800018,28.78600006,0.983867656,39353920,45991326.67,0.855681339,29.12000084,0.779998779,29.72999954,28.98999977,28.69000053,29.79999924,27.34000015,29.79999924,61.26136034,82.52038383,53.68633891,56.86320982,0.944131348,0.25,0.25,0,0.112000275,0.084000015,0.175999832,0.091333135,1.333336361,1.927009647,57.14291275,65.83543887,0.867965851,29.2425054,28.90824959,-0.334255807,28.78600006,0.59828064,29.98256134,27.58943878,0.045195745,-5.316632461,1.857359687
6/16/23,29.53000069,29.68000031,29.15999985,29.19000053,28.71953773,53028200,BAC,-0.006128713,29.2420002,28.85400009,0.98673141,43425200,46825353.33,0.927386488,29.37000084,0.520000458,29.46999931,28.69000053,28.69000053,29.79999924,27.34000015,29.79999924,45.04509768,75.20329553,48.32497405,58.25510115,0.829540643,-0.180000305,0,0.180000305,0.104000092,0.120000076,0.171333186,0.103333155,0.866666879,1.658065945,46.42857751,62.378661,0.744302246,29.22500378,28.94346846,-0.281535317,28.85400009,0.580981711,30.01596351,27.69203667,0.036208749,-4.343330641,1.857359687
6/20/23,29.01000023,29.04000092,28.57999992,28.87000084,28.40469742,39040900,BAC,-0.010962648,29.19000053,28.89133352,0.989768174,43031120,45569473.33,0.944297067,29.19000053,0.61000061,29.68000031,29.15999985,28.57999992,29.79999924,27.34000015,29.79999924,23.77058023,62.19517301,41.74577266,57.15247343,0.730428101,-0.319999695,0,0.319999695,0.104000092,0.155999756,0.161999893,0.124666468,0.666668297,1.299466452,40.00005869,56.51165081,0.707819682,29.10666946,28.93428501,-0.172384457,28.89133352,0.561183002,30.01369952,27.76896751,0.019781045,-2.397500061,1.857359687
6/21/23,28.78000069,29,28.54000092,28.56999969,28.1095295,39553400,BAC,-0.010391449,29.02400055,28.91200015,0.996141111,42398040,45418393.33,0.933499336,28.87000084,0.459999084,29.04000092,28.57999992,28.54000092,29.72999954,27.34000015,29.79999924,2.520908732,50,31.23871604,54.89159512,0.569098347,-0.300001144,0,0.300001144,0.05,0.215999985,0.161999893,0.141333262,0.231481498,1.146226237,18.79699356,53.40658954,0.351960193,28.92777954,28.88874934,-0.039030198,28.91200015,0.54164011,29.99528037,27.82871993,0.010969549,-0.912281505,1.857359687
6/22/23,28.5,28.53000069,27.89999962,27.95999908,27.50936127,50742900,BAC,-0.021351089,28.7920002,28.92333336,1.004561446,44882060,44674240,1.004651898,28.56999969,0.670000076,29,28.54000092,27.89999962,29.68000031,27.34000015,29.79999924,3.370755213,25.20321799,27.19374044,53.10983209,0.512028364,-0.61000061,0,0.61000061,0.05,0.282000351,0.161999893,0.150666682,0.177304744,1.075220421,15.06022504,51.81234775,0.290668648,28.60518606,28.77265556,0.167469505,28.92333336,0.517737747,29.95880885,27.88785787,0.006117242,1.189617615,1.857359687
6/23/23,27.73999977,27.88999939,27.59000015,27.75,27.30274582,54998400,BAC,-0.007510697,28.46800003,28.92133331,1.015924311,47472760,44512393.33,1.066506571,27.95999908,0.369998932,28.53000069,27.89999962,27.59000015,29.68000031,27.59000015,29.79999924,7.655494533,7.239815099,16.47256728,51.06946981,0.32255215,-0.209999084,0,0.209999084,0,0.324000168,0.161999893,0.163999939,0,0.987804594,0,49.69324435,0,28.32012404,28.64482362,0.324699579,28.92133331,0.522505968,29.96634525,27.87632138,-0.001079938,3.09352746,1.857359687
6/26/23,27.79999924,28.28000069,27.79000092,28.09000015,27.63726807,47519300,BAC,0.012252258,28.24799995,28.88000005,1.022373269,46370980,43246273.33,1.072253779,27.75,0.530000687,27.88999939,27.59000015,27.59000015,29.04000092,27.59000015,29.79999924,34.48274048,22.62444376,14.36009584,47.69544791,0.30107896,0.340000153,0.340000153,0,0.068000031,0.288000107,0.122666677,0.163999939,0.23611113,0.74796782,19.1011248,42.79070882,0.446384866,28.24341608,28.57547068,0.332054607,28.88000005,0.563344661,30.00668937,27.75331073,-0.021595226,2.099644643,1.857359687
6/27/23,28.10000038,28.39999962,27.95000076,28.23999977,27.78484917,39081800,BAC,0.005339965,28.12199974,28.85999997,1.026242808,46379160,43534540,1.06534168,28.09000015,0.449998856,28.28000069,27.79000092,27.59000015,29,27.59000015,29.79999924,46.09926871,29.41175963,18.82583353,45.79978711,0.411046311,0.149999619,0.149999619,0,0.097999954,0.224000168,0.132666651,0.152666728,0.437499468,0.868995186,30.43475685,46.4953143,0.65457686,28.24227731,28.53353682,0.291259512,28.85999997,0.581316351,30.02263268,27.69736727,-0.010511602,3.362834559,1.857359687
6/28/23,28.25,28.27000046,27.89999962,28.06999969,27.61758995,37803800,BAC,-0.006019833,28.02199974,28.78266665,1.027145347,46029240,42968266.67,1.071237999,28.23999977,0.370000839,28.39999962,27.95000076,27.59000015,28.53000069,27.59000015,29.79999924,51.06375208,21.7194453,28.5344022,43.1753315,0.660895961,-0.170000076,0,0.170000076,0.097999954,0.197999954,0.086666743,0.164000066,0.494949378,0.528455537,33.10810288,34.57447888,0.957587908,28.18485144,28.47559468,0.290743242,28.78266665,0.605244692,29.99315604,27.57217727,-0.03968525,2.035087452,1.857359687
6/29/23,28.5,29,28.39999962,28.65999985,28.19808006,68376400,BAC,0.021018887,28.16199989,28.72800001,1.020098008,49555940,44559853.33,1.112120806,28.06999969,0.930000305,28.27000046,27.89999962,27.59000015,29,27.59000015,29.79999924,75.88651139,48.41629584,43.03755344,42.05838642,1.023281136,0.590000153,0.590000153,0,0.215999985,0.075999832,0.10933342,0.164000066,2.842111339,0.666666925,73.9726439,40.0000093,1.849315667,28.34323424,28.49864532,0.155411085,28.72800001,0.573986266,29.87597254,27.58002747,-0.027815458,-2.280579942,1.857359687
6/30/23,28.94000053,29.11000061,28.67000008,28.69000053,28.22759628,50370700,BAC,0.001046779,28.35,28.69200007,1.012063495,48630400,45152360,1.077028975,28.65999985,0.450000763,29,28.39999962,27.79000092,29.11000061,27.59000015,29.79999924,68.18180505,49.77379354,55.14281554,41.76724058,1.32024081,0.030000687,0.030000687,0,0.222000122,0.034000015,0.111333466,0.147333399,6.529412425,0.755656667,86.71875116,43.04125523,2.014782113,28.458823,28.52256473,0.063741721,28.69200007,0.556933169,29.80586641,27.57813373,-0.018474137,-0.592334745,1.857359687
7/3/23,28.70000076,29.35000038,28.64999962,29.20000076,28.72937775,30995800,BAC,0.017776236,28.57200012,28.68733342,1.004036585,45325700,45040626.67,1.006329249,28.69000053,0.700000763,29.11000061,28.67000008,27.89999962,29.35000038,27.59000015,29.79999924,89.65520417,72.85073653,66.17730828,42.95412606,1.540650791,0.510000229,0.510000229,0,0.256000137,0.034000015,0.142666753,0.147333399,7.529412425,0.968325944,88.27586298,49.19540623,1.794392398,28.70588226,28.60724423,-0.098638027,28.68733342,0.552015616,29.79136466,27.58330219,-0.002391517,-1.647218779,1.857359687
7/5/23,29.13999939,29.42000008,28.95000076,29.07999992,28.61131096,37492000,BAC,-0.004109618,28.74000015,28.68400014,0.998051496,45007740,44806006.67,1.004502373,29.20000076,0.469999313,29.35000038,28.64999962,27.89999962,29.42000008,27.59000015,29.79999924,77.63157565,67.42083205,72.48376966,44.35179195,1.634291795,-0.120000839,0,0.120000839,0.226000214,0.058000183,0.142666753,0.146000036,3.896543106,0.977169304,79.57742884,49.42264185,1.610141139,28.83058815,28.66633869,-0.164249454,28.68400014,0.54929596,29.78259206,27.58540822,-0.001716417,0.763893148,1.857359687
7/6/23,28.79999924,28.81999969,28.10000038,28.28000069,27.8242054,52098000,BAC,-0.02751029,28.78200035,28.60933355,0.994000875,47866580,45431286.67,1.053603882,29.07999992,0.979999542,29.42000008,28.95000076,28.10000038,29.42000008,27.59000015,29.72999954,13.63638991,32.24302481,64.99829723,41.59047183,1.56281702,-0.799999237,0,0.799999237,0.226000214,0.184000015,0.124666723,0.199333318,1.228261929,0.625418389,55.12197255,38.47737869,1.432581283,28.64705899,28.61804644,-0.029012552,28.60933355,0.520377509,29.65008856,27.56857853,-0.038095202,3.745587992,1.857359687
7/7/23,28.29999924,28.81999969,28.29000092,28.53000069,28.07017517,34231500,BAC,0.00884017,28.75600052,28.5700002,0.993531774,41037600,45158533.33,0.908745191,28.28000069,0.539999008,28.81999969,28.10000038,28.10000038,29.42000008,27.59000015,29.68000031,32.57578823,44.97609882,56.3361526,42.18914882,1.33532328,0.25,0.25,0,0.158000183,0.184000015,0.141333389,0.180666733,0.858696576,0.782287846,46.19885715,43.89234028,1.052549417,28.60803956,28.60704072,-0.000998835,28.5700002,0.500956547,29.5719133,27.56808711,-0.020260994,3.777544309,1.857359687
7/10/23,28.59000015,28.85000038,28.46999931,28.65999985,28.19808006,36086000,BAC,0.004556578,28.75000038,28.5226668,0.992092745,38180660,44761273.33,0.852984224,28.53000069,0.380001068,28.81999969,28.29000092,28.10000038,29.42000008,27.59000015,29.68000031,42.42421177,51.19615391,51.18463394,40.93333892,1.250438769,0.129999161,0.129999161,0,0.177999878,0.184000015,0.133333333,0.180666733,0.967390561,0.73800711,49.17125151,42.46283607,1.157983217,28.62535965,28.61366061,-0.011699041,28.5226668,0.45102238,29.42471156,27.62062204,-0.024174361,1.570135259,1.857359687
7/11/23,28.65999985,29.07999992,28.42000008,29.02000046,28.55227852,40978700,BAC,0.012561082,28.71400032,28.51133347,0.99294188,40177240,43957973.33,0.913992092,28.65999985,0.659999847,28.85000038,28.46999931,28.10000038,29.42000008,27.59000015,29.42000008,69.69699159,78.14209644,47.19299143,42.57679851,1.108420386,0.36000061,0.36000061,0,0.147999954,0.184000015,0.157333374,0.168666712,0.804347511,0.932806312,44.57830356,48.26175837,0.923677567,28.75690659,28.66445309,-0.092453495,28.51133347,0.434903636,29.38114074,27.64152619,-0.005823915,-0.372757064,1.857359687
7/12/23,29.51000023,29.88999939,29.27000046,29.36000061,28.88679886,41855500,BAC,0.011716063,28.77000046,28.54400012,0.992144583,41049940,44145613.33,0.929875856,29.02000046,0.869998932,29.07999992,28.42000008,28.10000038,29.88999939,27.59000015,29.88999939,70.39111324,76.95656717,45.74489895,45.68483405,1.001314767,0.340000153,0.340000153,0,0.215999985,0.159999847,0.180000051,0.147333399,1.350001192,1.221719254,57.4468301,54.98981259,1.044681322,28.95793793,28.75139653,-0.206541396,28.54400012,0.479848443,29.503697,27.58430323,0.016972628,3.997290945,1.857359687
7/13/23,29.52000046,29.87000084,29.40999985,29.67000008,29.19180298,39589000,BAC,0.010558565,29.04800034,28.61733348,0.985173958,38548140,44147986.67,0.873157372,29.36000061,0.510000229,29.88999939,29.27000046,28.29000092,29.88999939,27.59000015,29.88999939,86.2500298,90.43480929,60.26762693,51.26677545,1.175568902,0.309999466,0.309999466,0,0.277999878,0,0.200666682,0.127333323,inf,1.575916476,100,61.17886549,1.634551396,29.19529198,28.86622198,-0.329070002,28.61733348,0.561254755,29.73984299,27.49482397,0.038501939,5.100002289,1.857359687
7/14/23,30,30.10000038,29.04999924,29.11000061,28.64082909,58660500,BAC,-0.018874266,29.16400032,28.69400024,0.983884238,43433940,44675826.67,0.972202268,29.67000008,1.050001144,29.87000084,29.40999985,28.42000008,30.10000038,27.59000015,30.10000038,41.0714529,60.55778164,61.96675986,53.7801553,1.15222352,-0.559999466,0,0.559999466,0.227999878,0.111999893,0.200666682,0.123999914,2.035715137,1.618280821,67.05883277,61.80699978,1.084971492,29.16686152,28.89669431,-0.270167217,28.69400024,0.543307471,29.78061519,27.6073853,0.041130242,8.713553855,1.857359687
7/17/23,29.14999962,29.55999947,29.12000084,29.39999962,28.92615318,49477200,BAC,0.009962178,29.31200027,28.80400022,0.982669212,46112180,44307746.67,1.040725008,29.11000061,0.449998856,30.10000038,29.04999924,28.42000008,30.10000038,27.79000092,30.10000038,58.33329549,69.69692966,65.1485766,57.15867536,1.139784577,0.289999008,0.289999008,0,0.259999847,0.111999893,0.219999949,0.109999975,2.321429423,2,69.89248084,66.66666667,1.048387213,29.24457422,28.95960747,-0.284966752,28.80400022,0.504151398,29.81230301,27.79569742,0.059459446,6.599998474,1.857359687
